,Unnamed: 0,Marca,Modelo,Capacidade da bateria,Tamanho da tela,Touchscreen,Resolução X,Resolução Y,Processador,Armazenamento (GB),Camera traseira,Camera Frontal,Sistema,Preço,Valor em real,Valor em Dolar
216,216,Honor,6 Plus,3600,5.5,sim,1080,1920,8,32.0,8.0,8.0,Android,26499,874.467,180.1932
217,217,HTC,Desire 820s,2600,5.5,sim,720,1280,8,16.0,13.0,8.0,Android,25500,841.5,173.39999999999998
218,218,HTC,One (M8 Eye),2600,5.0,sim,1080,1920,4,16.0,13.0,5.0,Android,28500,940.5,193.79999999999998
219,219,Motorola,Google Nexus 6,3220,5.96,sim,1440,2560,4,32.0,13.0,2.0,Android,13490,445.17,91.732
220,220,HTC,Desire Eye,2400,5.2,sim,1080,1920,4,16.0,13.0,13.0,Android,10990,362.67,74.732
221,221,BlackBerry,Passport,3450,4.5,sim,1440,1440,4,32.0,13.0,2.0,BlackBerry,15999,527.967,108.7932
222,222,Apple,iPhone 6 Plus,2915,5.5,sim,1080,1920,1,16.0,8.0,1.2,iOS,23999,791.967,163.1932
223,223,Apple,iPhone 6,1810,4.7,sim,750,1334,2,16.0,8.0,1.2,iOS,15999,527.967,108.7932
224,224,Motorola,Moto X (Gen 2),2300,5.2,sim,1080,1920,4,16.0,13.0,2.0,Android,23999,791.967,163.1932
225,225,Motorola,Moto G (Gen 2),2070,5.0,sim,720,1280,4,16.0,8.0,2.0,Android,13500,445.5,91.8
226,226,Sony,Xperia Z3 Compact,2600,4.6,sim,720,1280,4,16.0,20.7,2.2,Android,38990,1286.67,265.132
227,227,Samsung,Galaxy Note 4,3220,5.7,sim,1440,2560,4,32.0,16.0,3.7,Android,27900,920.7,189.72
228,228,Samsung,Galaxy Note Edge,3000,5.6,sim,1600,2560,4,32.0,16.0,3.7,Android,29950,988.35,203.66
229,229,Xiaomi,Mi 4,3080,5.0,sim,1080,1920,4,16.0,13.0,8.0,Android,7987,263.571,54.3116
230,230,Lenovo,Vibe Z2 Pro,4000,6.0,sim,1440,2560,4,32.0,16.0,5.0,Android,29999,989.9670000000001,203.9932
231,231,OnePlus,One,3100,5.5,sim,1080,1920,4,16.0,13.0,5.0,Cyanogen,21999,725.967,149.5932
232,232,Samsung,Galaxy S5,2800,5.1,sim,1080,1920,8,16.0,16.0,2.0,Android,33999,1121.967,231.1932
233,233,Sony,Xperia Z2,3200,5.2,sim,1080,1920,4,16.0,20.7,2.2,Android,35990,1187.67,244.732
234,234,Sony,Xperia Z1 Compact,2300,4.3,sim,720,1280,4,16.0,20.7,2.0,Android,11999,395.96700000000004,81.5932
235,235,Gionee,Elife E7,2500,5.5,sim,1080,1920,4,16.0,16.0,8.0,Android,3699,122.06700000000001,25.1532
236,236,Samsung,Galaxy Grand 2,2600,5.2,sim,720,1280,4,8.0,8.0,1.9,Android,15999,527.967,108.7932
237,237,Motorola,Moto G,2070,4.5,sim,720,1280,4,8.0,5.0,1.3,Android,9999,329.96700000000004,67.9932
238,238,LG,Google Nexus 5,2300,4.95,sim,1080,1920,4,16.0,8.0,1.3,Android,12000,396.0,81.6
239,239,Nokia,Lumia 1520,3400,6.0,sim,1080,1920,4,32.0,20.0,1.2,Windows,34990,1154.67,237.932
240,240,Apple,iPhone 5c,1507,4.0,sim,640,1136,2,8.0,8.0,1.2,iOS,8499,280.46700000000004,57.7932
241,241,Xiaomi,Mi 3,3050,5.0,sim,1080,1920,4,16.0,13.0,2.0,Android,13999,461.96700000000004,95.19319999999999
242,242,Samsung,Galaxy Note 3,3200,5.7,sim,1080,1920,8,32.0,13.0,2.0,Android,50650,1671.45,344.41999999999996
243,243,Sony,Xperia Z1,3000,5.0,sim,1080,1920,1,16.0,20.7,2.0,Android,56699,1871.067,385.5532
244,244,LG,G2,3000,5.2,sim,1080,1920,4,16.0,13.0,2.1,Android,22499,742.467,152.9932
245,245,Motorola,Moto X,2200,4.7,sim,720,1280,2,16.0,10.0,2.0,Android,15000,495.0,102.0
246,246,Sony,Xperia Z,2330,5.0,sim,1080,1920,4,16.0,13.1,2.2,Android,32490,1072.17,220.932
247,247,Samsung,Galaxy S III,2100,4.8,sim,720,1280,4,16.0,8.0,1.9,Android,5999,197.967,40.7932
248,248,Samsung,Galaxy S4,2600,5.0,sim,1080,1920,8,16.0,13.0,2.0,Android,57915,1911.1950000000002,393.822
249,249,Nokia,Lumia 920,2000,4.5,sim,768,1280,2,32.0,8.7,1.3,Windows,8999,296.96700000000004,61.1932
250,250,Oppo,F15,4000,6.4,sim,1080,2400,8,128.0,48.0,16.0,Android,18690,616.77,127.092
251,251,Vivo,S1 Pro,4500,6.38,sim,1080,2340,8,128.0,48.0,32.0,Android,18599,613.767,126.47319999999999
252,252,Motorola,Moto G8 Plus,4000,6.3,sim,1080,2280,8,64.0,48.0,25.0,Android,12999,428.96700000000004,88.3932
253,253,Motorola,One Macro,4000,6.2,sim,720,1520,8,64.0,13.0,8.0,Android,8999,296.96700000000004,61.1932
254,254,Vivo,U10,5000,6.35,sim,720,1544,8,32.0,13.0,8.0,Android,8990,296.67,61.132
255,255,Xiaomi,Redmi 8A,5000,6.22,sim,720,1520,8,32.0,12.0,8.0,Android,6499,214.467,44.1932
256,256,Oppo,A9 2020,5000,6.5,sim,720,1600,8,128.0,48.0,16.0,Android,14730,486.09000000000003,100.164
257,257,Samsung,Galaxy M10s,4000,6.4,sim,720,1520,8,32.0,13.0,8.0,Android,8499,280.46700000000004,57.7932
258,258,Infinix,Hot 8,5000,6.52,sim,720,1600,8,64.0,13.0,8.0,Android,8000,264.0,54.4
259,259,Xiaomi,Redmi Note 8,4000,6.3,sim,1080,2280,8,32.0,48.0,13.0,Android,9195,303.435,62.525999999999996
260,260,Xiaomi,Redmi 8,5000,6.22,sim,720,1520,8,64.0,12.0,8.0,Android,7999,263.967,54.3932
261,261,Realme,3i,4230,6.2,sim,720,1520,8,32.0,13.0,13.0,Android,6999,230.967,47.593199999999996
262,262,Infinix,Hot 7,4000,6.19,sim,720,1500,8,64.0,13.0,13.0,Android,9990,329.67,67.932
263,263,Honor,9X,4000,6.59,sim,1080,2340,8,128.0,48.0,16.0,Android,13999,461.96700000000004,95.19319999999999
264,264,Motorola,One Action,3500,6.3,sim,1080,2520,8,128.0,12.0,12.0,Android,9999,329.96700000000004,67.9932
265,265,LG,W30,4000,6.26,sim,720,1520,8,32.0,13.0,16.0,Android,8499,280.46700000000004,57.7932
266,266,Infinix,Hot 7 Pro,4000,6.19,sim,720,1500,8,64.0,13.0,13.0,Android,10999,362.96700000000004,74.7932
267,267,Xiaomi,Redmi 7A,4000,5.45,sim,720,1440,8,16.0,12.0,5.0,Android,5499,181.467,37.3932
268,268,Infinix,S4,4000,6.21,sim,720,1520,8,32.0,13.0,32.0,Android,7999,263.967,54.3932
269,269,Vivo,Y17,5000,6.35,sim,720,1544,8,128.0,13.0,20.0,Android,11490,379.17,78.13199999999999
270,270,Infinix,Smart 3 Plus,3500,6.21,sim,720,1520,4,32.0,13.0,8.0,Android,6999,230.967,47.593199999999996
271,271,Oppo,A1k,4000,6.1,sim,720,1560,8,32.0,8.0,5.0,Android,6670,220.11,45.355999999999995
272,272,Oppo,A5s,4230,6.2,sim,1520,720,8,32.0,13.0,8.0,Android,7935,261.855,53.958
273,273,Xiaomi,Redmi Y3,4000,6.26,sim,720,1520,8,32.0,12.0,32.0,Android,7999,263.967,54.3932
274,274,Realme,C2,4000,6.1,sim,720,1560,8,16.0,13.0,5.0,Android,5999,197.967,40.7932
275,275,Honor,20i,3400,6.21,sim,1080,2340,8,128.0,24.0,32.0,Android,10999,362.96700000000004,74.7932
276,276,Vivo,S1,4500,6.38,sim,1080,2340,8,128.0,16.0,32.0,Android,14979,494.307,101.85719999999999
277,277,Realme,3,4230,6.2,sim,720,1520,8,32.0,13.0,13.0,Android,8490,280.17,57.732
278,278,Vivo,V15,4000,6.53,sim,1080,2340,8,64.0,12.0,32.0,Android,14990,494.67,101.93199999999999
279,279,Xiaomi,Redmi Go,3000,5.0,sim,720,1280,4,8.0,8.0,5.0,Android,4499,148.467,30.5932
280,280,Meizu,M16th,3010,6.0,sim,1080,2160,8,128.0,12.0,20.0,Android,19990,659.6700000000001,135.932
281,281,Asus,ZenFone Max M2,4000,6.26,sim,720,1520,8,32.0,13.0,8.0,Android,7499,247.467,50.993199999999995
282,282,Infinix,Note 5 Stylus,4000,5.93,sim,1080,2160,8,64.0,16.0,16.0,Android,15999,527.967,108.7932
283,283,Infinix,Hot S3X,4000,6.2,sim,720,1500,8,32.0,13.0,16.0,Android,10999,362.96700000000004,74.7932
284,284,Asus,ZenFone Lite L1 (ZA551KL),3000,5.45,sim,720,1440,8,16.0,13.0,5.0,Android,4999,164.967,33.9932
285,285,Asus,ZenFone Max M1 (ZB556KL),4000,5.45,sim,720,1440,8,32.0,13.0,8.0,Android,5999,197.967,40.7932
286,286,Lenovo,K9,3000,5.7,sim,720,1440,8,32.0,13.0,13.0,Android,5899,194.667,40.1132
287,287,Nokia,3.1 Plus,3500,6.0,sim,720,1440,8,32.0,13.0,8.0,Android,6850,226.05,46.58
288,288,Honor,8C,4000,6.26,sim,720,1520,8,32.0,13.0,8.0,Android,7999,263.967,54.3932
289,289,Panasonic,Eluga X1 Pro,3000,6.18,sim,1080,2246,8,128.0,16.0,16.0,Android,29999,989.9670000000001,203.9932
290,290,Realme,C1,4230,6.2,sim,720,1520,8,16.0,13.0,5.0,Android,7990,263.67,54.331999999999994
291,291,BlackBerry,KEY2 LE,3000,4.5,sim,1080,1620,8,64.0,13.0,8.0,Android,22990,758.6700000000001,156.332
292,292,Realme,2,4230,6.2,sim,720,1520,8,32.0,13.0,8.0,Android,8890,293.37,60.452
293,293,Infinix,Note 5,4500,5.99,sim,1080,2160,8,32.0,12.0,16.0,Android,5850,193.05,39.78
294,294,Oppo,F9 Pro,3500,6.3,sim,1080,2340,8,64.0,16.0,25.0,Android,17990,593.6700000000001,122.332
295,295,Oppo,F9,3500,6.3,sim,1080,2340,8,64.0,16.0,16.0,Android,11994,395.802,81.55919999999999
296,296,Honor,9N,3000,5.84,sim,1080,2280,8,32.0,13.0,16.0,Android,7499,247.467,50.993199999999995
297,297,Huawei,Nova 3i,3340,6.3,sim,1080,2340,8,128.0,16.0,24.0,Android,21999,725.967,149.5932
298,298,Huawei,Nova 3,3750,6.3,sim,1080,2340,8,128.0,16.0,24.0,Android,15999,527.967,108.7932
299,299,Xiaomi,Redmi 6 Pro,4000,5.84,sim,1080,2280,8,32.0,12.0,5.0,Android,8290,273.57,56.372
300,300,Xiaomi,Redmi 6A,3000,5.45,sim,720,1440,4,16.0,13.0,5.0,Android,5699,188.067,38.7532
301,301,Xiaomi,Redmi Y2,3080,5.99,sim,720,1440,8,32.0,12.0,16.0,Android,7999,263.967,54.3932
302,302,Tecno,Camon iClick,3750,6.0,sim,720,1440,8,64.0,16.0,20.0,Android,7420,244.86,50.455999999999996
303,303,Xiaomi,Redmi 6,3000,5.45,sim,720,1440,8,32.0,12.0,5.0,Android,7180,236.94,48.824
304,304,Samsung,Galaxy J8,3500,6.0,sim,720,1440,8,64.0,16.0,16.0,Android,15499,511.46700000000004,105.3932
305,305,Samsung,Galaxy J6,3000,5.6,sim,720,1480,8,32.0,13.0,8.0,Android,9490,313.17,64.532
306,306,Samsung,Galaxy A6+,3500,6.0,sim,1080,2220,8,64.0,16.0,24.0,Android,15999,527.967,108.7932
307,307,Motorola,Moto E5 Plus,5000,6.0,sim,720,1440,8,32.0,12.0,5.0,Android,9399,310.16700000000003,63.913199999999996
308,308,Nubia,Red Magic,3800,6.0,sim,1080,2160,8,128.0,24.0,8.0,Android,24860,820.38,169.048
309,309,InFocus,Vision 3 Pro,4000,5.7,sim,720,1440,8,64.0,13.0,13.0,Android,7990,263.67,54.331999999999994
310,310,Itel,S42,3000,5.65,sim,720,1440,4,16.0,13.0,13.0,Android,8480,279.84000000000003,57.663999999999994
311,311,Huawei,P20 Lite,3000,5.84,sim,1080,2280,8,64.0,16.0,24.0,Android,12800,422.40000000000003,87.03999999999999
312,312,Vivo,V9,3260,6.3,sim,1080,2280,8,64.0,16.0,24.0,Android,13740,453.42,93.43199999999999
313,313,Motorola,Moto G6 Play,4000,5.7,sim,720,1440,8,32.0,13.0,8.0,Android,8049,265.617,54.7332
314,314,Honor,7C,3000,5.99,sim,720,1440,8,32.0,13.0,8.0,Android,7799,257.367,53.033199999999994
315,315,Motorola,Moto G6,3000,5.7,sim,1080,2160,8,32.0,12.0,16.0,Android,10499,346.46700000000004,71.3932
316,316,Smartron,t.phone P,5000,5.2,sim,720,1280,8,32.0,13.0,5.0,Android,10500,346.5,71.39999999999999
317,317,Oppo,A83,3180,5.7,sim,720,1440,8,16.0,13.0,8.0,Android,6799,224.36700000000002,46.2332
318,318,Honor,9 Lite,3000,5.65,sim,1080,2160,8,32.0,13.0,13.0,Android,8929,294.65700000000004,60.7172
319,319,10.or,D,3500,5.2,sim,720,1280,4,16.0,13.0,5.0,Android,4999,164.967,33.9932
320,320,InFocus,Vision 3,4000,5.7,sim,720,1440,4,16.0,13.0,8.0,Android,6850,226.05,46.58
321,321,Samsung,Galaxy A8+ (2018),3500,6.0,sim,1080,2220,8,64.0,16.0,16.0,Android,16900,557.7,114.91999999999999
322,322,Gionee,S11 Lite,3030,5.7,sim,720,1440,8,32.0,13.0,16.0,Android,6319,208.52700000000002,42.9692
323,323,Vivo,V7,3000,5.7,sim,720,1440,8,32.0,16.0,24.0,Android,13990,461.67,95.13199999999999
324,324,Xiaomi,Redmi Y1,3080,5.5,sim,720,1280,8,16.0,13.0,16.0,Android,8490,280.17,57.732
325,325,Xiaomi,Redmi 5A,3000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,7199,237.567,48.953199999999995
326,326,Honor,7X,3340,5.93,sim,1080,2160,8,32.0,16.0,8.0,Android,12722,419.826,86.50959999999999
327,327,Honor,Holly 4,3020,5.0,sim,720,1280,8,32.0,13.0,5.0,Android,8499,280.46700000000004,57.7932
328,328,Gionee,M7 Power,5000,6.0,sim,720,1440,8,64.0,13.0,8.0,Android,8890,293.37,60.452
329,329,Vivo,V7+,3225,5.99,sim,720,1440,8,64.0,16.0,24.0,Android,10990,362.67,74.732
330,330,Asus,ZenFone 4 Selfie Pro,3000,5.5,sim,1080,1920,8,64.0,16.0,12.0,Android,25999,857.967,176.79319999999998
331,331,LG,Q6,3000,5.5,sim,1080,2160,8,32.0,13.0,5.0,Android,8948,295.284,60.846399999999996
332,332,Oppo,F3,3200,5.5,sim,1080,1920,8,64.0,13.0,16.0,Android,11990,395.67,81.532
333,333,Smartron,srt.phone,3000,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,5999,197.967,40.7932
334,334,Vivo,V5s,3000,5.5,sim,720,1280,8,64.0,13.0,20.0,Android,12990,428.67,88.332
335,335,Micromax,Evok Power,4000,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,5499,181.467,37.3932
336,336,Lava,Z25,3020,5.5,sim,720,1280,8,32.0,13.0,8.0,Android,12000,396.0,81.6
337,337,Nubia,M2,3630,5.5,sim,1080,1920,8,64.0,13.0,16.0,Android,12990,428.67,88.332
338,338,Cat,S60,3800,4.7,sim,720,1280,8,16.0,13.0,5.0,Android,39999,1319.967,271.9932
339,339,Coolpad,Note 5 Lite,2500,5.0,sim,720,1280,4,16.0,13.0,8.0,Android,4290,141.57,29.171999999999997
340,340,Gionee,A1,4010,5.5,sim,1080,1920,8,64.0,13.0,16.0,Android,9999,329.96700000000004,67.9932
341,341,Sony,Xperia XA1 Ultra,2700,6.0,sim,1080,1920,8,64.0,23.0,16.0,Android,5994,197.80200000000002,40.7592
342,342,Sony,Xperia XZs,2900,5.2,sim,1080,1920,4,32.0,19.0,13.0,Android,29990,989.6700000000001,203.932
343,343,Gionee,A1 Plus,4550,6.0,sim,1080,1920,8,64.0,13.0,20.0,Android,994,32.802,6.7592
344,344,Motorola,Moto G5,2800,5.0,sim,1080,1920,8,16.0,13.0,5.0,Android,5450,179.85,37.059999999999995
345,345,Honor,8 Lite,3000,5.2,sim,1080,1920,8,64.0,12.0,8.0,Android,14933,492.78900000000004,101.5444
346,346,Vivo,V5 Plus,3055,5.5,sim,1080,1920,8,64.0,16.0,20.0,Android,12500,412.5,85.0
347,347,Nokia,6,3000,5.5,sim,1080,1920,8,16.0,16.0,8.0,Android,7250,239.25,49.3
348,348,Samsung,Galaxy A7 (2017),3600,5.7,sim,1080,1920,8,32.0,16.0,16.0,Android,25900,854.7,176.11999999999998
349,349,Samsung,Galaxy A5 (2017),3000,5.2,sim,1080,1920,8,32.0,16.0,16.0,Android,18999,626.967,129.1932
350,350,Coolpad,Note 3S,2500,5.5,sim,720,1080,8,32.0,13.0,5.0,Android,8990,296.67,61.132
351,351,Oppo,A57,2900,5.2,sim,720,1280,8,32.0,13.0,16.0,Android,12000,396.0,81.6
352,352,Vivo,V5,3000,5.5,sim,720,1280,8,32.0,13.0,20.0,Android,16541,545.8530000000001,112.47879999999999
353,353,Asus,ZenFone 3 Max (ZC553KL),4100,5.5,sim,1080,1920,8,32.0,16.0,8.0,Android,8599,283.767,58.4732
354,354,Lyf,F1,3200,5.5,sim,1080,1920,8,32.0,16.0,8.0,Android,6499,214.467,44.1932
355,355,InFocus,Epic 1,3000,5.5,sim,1080,1920,10,32.0,16.0,8.0,Android,10999,362.96700000000004,74.7932
356,356,Honor,6X,3340,5.5,sim,1080,1920,8,32.0,12.0,8.0,Android,13999,461.96700000000004,95.19319999999999
357,357,Intex,Aqua S7,3200,5.0,sim,720,1280,1,16.0,13.0,5.0,Android,5499,181.467,37.3932
358,358,Lenovo,P2,5100,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,16999,560.967,115.5932
359,359,Lenovo,K6 Note,4000,5.5,sim,1080,1920,8,32.0,16.0,8.0,Android,8890,293.37,60.452
360,360,Gionee,S6s,3150,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,12000,396.0,81.6
361,361,Coolpad,Cool 1 Dual,4000,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,12639,417.08700000000005,85.9452
362,362,Oppo,F1s,3075,5.5,sim,720,1280,8,32.0,13.0,16.0,Android,15990,527.6700000000001,108.732
363,363,BlackBerry,DTEK50,2610,5.2,sim,1080,1920,8,16.0,13.0,8.0,Android,11999,395.96700000000004,81.5932
364,364,Asus,ZenFone 3 Laser,3000,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,5499,181.467,37.3932
365,365,Lenovo,Phab 2 Plus,4050,6.4,sim,1080,1920,8,32.0,13.0,8.0,Android,9999,329.96700000000004,67.9932
366,366,Yu,nicorn,4000,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,4999,164.967,33.9932
367,367,Coolpad,Note 3 Plus,3000,5.5,sim,1080,1920,8,16.0,13.0,5.0,Android,6249,206.217,42.493199999999995
368,368,LeEco,Le 1s Eco,3000,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,7990,263.67,54.331999999999994
369,369,Vivo,V3Max,3000,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,17979,593.307,122.2572
370,370,Oppo,F1 Plus,2850,5.5,sim,1080,1920,8,64.0,13.0,16.0,Android,17990,593.6700000000001,122.332
371,371,InFocus,Bingo 50,2500,5.0,sim,720,1280,4,16.0,8.0,8.0,Android,9990,329.67,67.932
372,372,Lenovo,Vibe K5,2750,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,5999,197.967,40.7932
373,373,Lenovo,Vibe K5 Plus,2750,5.0,sim,1080,1920,8,16.0,13.0,5.0,Android,7999,263.967,54.3932
374,374,Xolo,Era 4K,4000,5.0,sim,720,1280,4,8.0,8.0,5.0,Android,4999,164.967,33.9932
375,375,LG,X screen,2300,4.93,sim,720,1280,4,16.0,13.0,8.0,Android,7990,263.67,54.331999999999994
376,376,Coolpad,Note 3 Lite,2500,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,4999,164.967,33.9932
377,377,Lenovo,Vibe K4 Note,3300,5.5,sim,1080,1920,8,16.0,13.0,5.0,Android,8990,296.67,61.132
378,378,Gionee,Marathon M5 Plus,5020,6.0,sim,1080,1920,8,64.0,13.0,5.0,Android,23900,788.7,162.51999999999998
379,379,Intex,Aqua GenX,2850,5.5,sim,1080,1920,8,16.0,13.0,5.0,Android,9630,317.79,65.484
380,380,Yu,topia,3000,5.2,sim,1440,2560,8,32.0,21.0,8.0,Cyanogen,29999,989.9670000000001,203.9932
381,381,InFocus,M680,2600,5.5,sim,1080,1920,8,16.0,13.0,13.0,Android,4990,164.67000000000002,33.931999999999995
382,382,Gionee,Marathon M5 Lite,4000,5.0,sim,720,1280,4,32.0,8.0,5.0,Android,7499,247.467,50.993199999999995
383,383,Gionee,S6,3150,5.5,sim,720,1280,8,32.0,13.0,5.0,Android,15998,527.934,108.7864
384,384,Motorola,Moto G Turbo Edition,2470,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,16999,560.967,115.5932
385,385,Micromax,Canvas 5,2900,5.2,sim,1080,1920,8,16.0,13.0,5.0,Android,6800,224.4,46.239999999999995
386,386,Honor,5X,3000,5.5,sim,1080,1920,8,16.0,13.0,5.0,Android,7400,244.20000000000002,50.32
387,387,Coolpad,Note 3,3000,5.5,sim,720,1280,8,16.0,13.0,5.0,Android,9499,313.46700000000004,64.5932
388,388,HTC,One E9s Dual SIM,2600,5.5,sim,720,1280,8,16.0,13.0,4.0,Android,6999,230.967,47.593199999999996
389,389,Yu,nique,2000,4.7,sim,720,1280,4,8.0,8.0,2.0,Android,4695,154.935,31.926
390,390,Sony,Xperia Z5 Dual,2900,5.2,sim,1080,1920,8,32.0,23.0,5.0,Android,45999,1517.967,312.79319999999996
391,391,Acer,Liquid Z630s,4000,5.5,sim,720,1280,8,32.0,8.0,8.0,Android,7190,237.27,48.891999999999996
392,392,Xiaomi,Redmi 2 Prime,2200,4.7,sim,720,1280,4,16.0,8.0,2.0,Android,6999,230.967,47.593199999999996
393,393,Asus,ZenFone Max,5000,5.5,sim,720,1280,4,16.0,13.0,5.0,Android,4999,164.967,33.9932
394,394,Asus,ZenFone 2 Deluxe,3000,5.5,sim,1080,1920,4,64.0,13.0,5.0,Android,16999,560.967,115.5932
395,395,Gionee,Marathon M4,5000,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,4400,145.20000000000002,29.919999999999998
396,396,Asus,ZenFone 2 Laser (ZE550KL),3000,5.5,sim,720,1280,4,16.0,13.0,5.0,Android,12999,428.96700000000004,88.3932
397,397,Motorola,Moto X Style,3000,5.7,sim,1440,2560,6,16.0,21.0,5.0,Android,20999,692.967,142.79319999999998
398,398,InFocus,M812,2900,5.5,sim,1080,1920,4,16.0,13.0,8.0,Android,7916,261.228,53.828799999999994
399,399,Xolo,Black,3200,5.5,sim,1080,1920,8,16.0,13.0,5.0,Android,11936,393.88800000000003,81.1648
400,400,Phicomm,Passion 660,2300,5.0,sim,1080,1920,8,16.0,13.0,5.0,Android,3238,106.854,22.0184
401,401,Coolpad,Dazen X7,2700,5.2,sim,1080,1920,8,16.0,13.0,8.0,Android,4999,164.967,33.9932
402,402,Yu,phoria,2230,5.0,sim,720,1280,4,16.0,8.0,5.0,Cyanogen,8999,296.96700000000004,61.1932
403,403,Honor,4C,2550,5.0,sim,720,1280,8,8.0,13.0,5.0,Android,8999,296.96700000000004,61.1932
404,404,Lenovo,A6000 Plus,2300,5.0,sim,720,1280,4,16.0,8.0,2.0,Android,6399,211.167,43.5132
405,405,Lenovo,A7000,2900,5.5,sim,720,1280,8,8.0,8.0,5.0,Android,6666,219.978,45.328799999999994
406,406,Motorola,Moto E (Gen 2),2390,4.5,sim,540,960,4,8.0,5.0,0.3,Android,4999,164.967,33.9932
407,407,HTC,Desire 526G+ Dual SIM,2000,4.7,sim,540,960,8,8.0,8.0,2.0,Android,9000,297.0,61.199999999999996
408,408,Lenovo,A6000,2300,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,5000,165.0,34.0
409,409,Asus,ZenFone Zoom,3000,5.5,sim,1080,1920,4,64.0,13.0,5.0,Android,15999,527.967,108.7932
410,410,Xiaomi,Redmi 2,2200,4.7,sim,720,1280,4,8.0,8.0,2.0,Android,5399,178.167,36.7132
411,411,Lava,Iris Fuel 60,4000,5.0,sim,720,1280,4,8.0,10.0,2.0,Android,4299,141.86700000000002,29.2332
412,412,Vivo,Y15,1900,4.5,sim,480,854,4,4.0,5.0,2.0,Android,6539,215.787,44.465199999999996
413,413,Micromax,Canvas Selfie,2300,4.7,sim,720,1280,8,16.0,13.0,13.0,Android,13895,458.535,94.48599999999999
414,414,Honor,4X,3000,5.5,sim,720,1280,4,8.0,13.0,5.0,Android,9999,329.96700000000004,67.9932
415,415,Xolo,Q2100,2800,5.5,sim,720,1280,4,8.0,8.0,2.0,Android,6998,230.934,47.5864
416,416,Micromax,Canvas 4 Plus,2000,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,5490,181.17000000000002,37.332
417,417,Micromax,Canvas A1,1700,4.5,sim,480,854,4,4.0,5.0,2.4,Android,4795,158.235,32.606
418,418,Karbonn,Sparkle V,1700,4.5,não,480,854,4,4.0,5.0,2.4,Android,2899,95.667,19.7132
419,419,Spice,Dream Uno,1700,4.5,não,480,854,4,4.0,5.0,2.4,Android,7490,247.17000000000002,50.931999999999995
420,420,Micromax,Canvas Nitro,2500,5.0,sim,720,1280,8,8.0,13.0,5.0,Android,4999,164.967,33.9932
421,421,Nokia,Lumia 830,2200,5.0,sim,720,1280,4,16.0,10.0,0.9,Windows,19999,659.967,135.9932
422,422,HTC,Desire 820,2600,5.5,sim,720,1280,8,16.0,13.0,8.0,Android,25999,857.967,176.79319999999998
423,423,Samsung,Galaxy Alpha,1860,4.7,sim,720,1280,8,32.0,12.0,2.1,Android,9999,329.96700000000004,67.9932
424,424,Xolo,8X-1000,1920,5.0,sim,720,1280,8,16.0,8.0,2.0,Android,5499,181.467,37.3932
425,425,Spice,Stellar 520,2000,5.0,sim,720,1280,4,4.0,8.0,2.0,Android,4999,164.967,33.9932
426,426,Xiaomi,Redmi 1S,2000,4.7,sim,720,1280,4,8.0,8.0,1.6,Android,5999,197.967,40.7932
427,427,Honor,6,3000,5.0,sim,1080,1920,8,16.0,13.0,5.0,Android,14999,494.96700000000004,101.99319999999999
428,428,Oppo,N1 Mini,2140,5.0,sim,720,1280,4,16.0,13.0,0.0,Android,9990,329.67,67.932
429,429,Xolo,Q1200,2000,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,13667,451.011,92.9356
430,430,Panasonic,P81,2500,5.5,sim,720,1280,8,8.0,13.0,2.0,Android,11900,392.70000000000005,80.92
431,431,Motorola,Moto E,1980,4.3,sim,540,960,2,4.0,5.0,0.0,Android,4999,164.967,33.9932
432,432,Oppo,R1,2410,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,11735,387.255,79.798
433,433,Xolo,Q1010i,2250,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,13606,448.99800000000005,92.5208
434,434,Micromax,Canvas Knight,2350,5.0,sim,1080,1920,8,32.0,16.0,8.0,Android,5999,197.967,40.7932
435,435,HTC,Desire 816,2600,5.5,sim,720,1280,4,8.0,13.0,5.0,Android,27390,903.87,186.25199999999998
436,436,Nokia,X Dual SIM,1500,4.0,sim,480,800,2,4.0,3.0,0.0,Cyanogen,7999,263.967,54.3932
437,437,Lenovo,S660,3000,4.7,sim,540,960,4,8.0,8.0,0.3,Android,6700,221.10000000000002,45.559999999999995
438,438,Gionee,Elife S5.5,2300,5.0,sim,1080,1920,8,16.0,13.0,5.0,Android,10999,362.96700000000004,74.7932
